,study_id,title,type,enrollment_category,enrollment_subcategory,enrollment_value,category,category,group,group_description,value
6353,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,milestone,milestone,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,4
6354,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,milestone,milestone,P2,Arm 2: Hydroxychloroquine + Azithromycin,1
6355,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,milestone,milestone,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,3
6356,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,0
6357,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P2,Arm 2: Hydroxychloroquine + Azithromycin,1
6358,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,1
6359,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,1
6360,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P2,Arm 2: Hydroxychloroquine + Azithromycin,0
6361,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,1
6362,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,2
6363,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P2,Arm 2: Hydroxychloroquine + Azithromycin,0
6364,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,1
6365,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,1
6366,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P2,Arm 2: Hydroxychloroquine + Azithromycin,0
6367,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,withdrawal reason,withdrawal reason,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,0
6368,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,0
6369,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B2,Arm 2: Hydroxychloroquine + Azithromycin,0
6370,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,0
6371,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B4,Total,0
6372,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,7
6373,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B2,Arm 2: Hydroxychloroquine + Azithromycin,4
6374,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,5
6375,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B4,Total,16
6376,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,0
6377,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B2,Arm 2: Hydroxychloroquine + Azithromycin,3
6378,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,0
6379,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,age,age,B4,Total,3
6380,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,"sex: female, male","sex: female, male",B1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,3
6381,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,"sex: female, male","sex: female, male",B2,Arm 2: Hydroxychloroquine + Azithromycin,1
6382,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,"sex: female, male","sex: female, male",B3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,3
6383,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,"sex: female, male","sex: female, male",B4,Total,7
6384,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,"sex: female, male","sex: female, male",B1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,4
6385,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,"sex: female, male","sex: female, male",B2,Arm 2: Hydroxychloroquine + Azithromycin,6
6386,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,"sex: female, male","sex: female, male",B3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,2
6387,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,intervention_model,Parallel Assignment,"sex: female, male","sex: female, male",B4,Total,12
6388,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,milestone,milestone,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,7
6389,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,milestone,milestone,P2,Arm 2: Hydroxychloroquine + Azithromycin,7
6390,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,milestone,milestone,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,5
6391,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,milestone,milestone,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,3
6392,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,milestone,milestone,P2,Arm 2: Hydroxychloroquine + Azithromycin,6
6393,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,milestone,milestone,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,2
6394,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,milestone,milestone,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,4
6395,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,milestone,milestone,P2,Arm 2: Hydroxychloroquine + Azithromycin,1
6396,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,milestone,milestone,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,3
6397,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,0
6398,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P2,Arm 2: Hydroxychloroquine + Azithromycin,1
6399,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,1
6400,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,1
6401,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P2,Arm 2: Hydroxychloroquine + Azithromycin,0
6402,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,1
6403,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,2
6404,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P2,Arm 2: Hydroxychloroquine + Azithromycin,0
6405,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,1
6406,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,1
6407,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P2,Arm 2: Hydroxychloroquine + Azithromycin,0
6408,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,withdrawal reason,withdrawal reason,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,0
6409,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,age,age,B1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,0
6410,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,age,age,B2,Arm 2: Hydroxychloroquine + Azithromycin,0
6411,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,age,age,B3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,0
6412,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,age,age,B4,Total,0
6413,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,age,age,B1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,7
6414,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,age,age,B2,Arm 2: Hydroxychloroquine + Azithromycin,4
6415,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,age,age,B3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,5
6416,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,age,age,B4,Total,16
6417,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,age,age,B1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,0
6418,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,age,age,B2,Arm 2: Hydroxychloroquine + Azithromycin,3
6419,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,age,age,B3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,0
6420,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,age,age,B4,Total,3
6421,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,"sex: female, male","sex: female, male",B1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,3
6422,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,"sex: female, male","sex: female, male",B2,Arm 2: Hydroxychloroquine + Azithromycin,1
6423,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,"sex: female, male","sex: female, male",B3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,3
6424,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,"sex: female, male","sex: female, male",B4,Total,7
6425,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,"sex: female, male","sex: female, male",B1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,4
6426,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,"sex: female, male","sex: female, male",B2,Arm 2: Hydroxychloroquine + Azithromycin,6
6427,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,"sex: female, male","sex: female, male",B3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,2
6428,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,primary_purpose,Treatment,"sex: female, male","sex: female, male",B4,Total,12
6429,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",milestone,milestone,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,7
6430,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",milestone,milestone,P2,Arm 2: Hydroxychloroquine + Azithromycin,7
6431,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",milestone,milestone,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,5
6432,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",milestone,milestone,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,3
6433,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",milestone,milestone,P2,Arm 2: Hydroxychloroquine + Azithromycin,6
6434,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",milestone,milestone,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,2
6435,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",milestone,milestone,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,4
6436,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",milestone,milestone,P2,Arm 2: Hydroxychloroquine + Azithromycin,1
6437,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",milestone,milestone,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,3
6438,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",withdrawal reason,withdrawal reason,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,0
6439,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",withdrawal reason,withdrawal reason,P2,Arm 2: Hydroxychloroquine + Azithromycin,1
6440,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",withdrawal reason,withdrawal reason,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,1
6441,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",withdrawal reason,withdrawal reason,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,1
6442,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",withdrawal reason,withdrawal reason,P2,Arm 2: Hydroxychloroquine + Azithromycin,0
6443,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",withdrawal reason,withdrawal reason,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,1
6444,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",withdrawal reason,withdrawal reason,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,2
6445,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",withdrawal reason,withdrawal reason,P2,Arm 2: Hydroxychloroquine + Azithromycin,0
6446,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",withdrawal reason,withdrawal reason,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,1
6447,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",withdrawal reason,withdrawal reason,P1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,1
6448,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",withdrawal reason,withdrawal reason,P2,Arm 2: Hydroxychloroquine + Azithromycin,0
6449,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",withdrawal reason,withdrawal reason,P3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,0
6450,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",age,age,B1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,0
6451,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",age,age,B2,Arm 2: Hydroxychloroquine + Azithromycin,0
6452,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",age,age,B3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,0
6453,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",age,age,B4,Total,0
6454,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",age,age,B1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,7
6455,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",age,age,B2,Arm 2: Hydroxychloroquine + Azithromycin,4
6456,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",age,age,B3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,5
6457,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",age,age,B4,Total,16
6458,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",age,age,B1,Arm 1: Hydroxychloroquine + Aithromycin Placebo,0
6459,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",age,age,B2,Arm 2: Hydroxychloroquine + Azithromycin,3
6460,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",age,age,B3,Arm 3: Hydroxychloroquine Placebo + Azithromycin Placebo,0
6461,10,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Interventional,study_design_info,masking,"Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)",age,age,B4,Total,3
